filename,RA,Dec,label1,label2,label3,distance,source_type
190.850 -47.576_[0.009 0.009] deg_(J1240.2-4825.Fix.1pln-forPyBDSF.FITS).fits.png,190.8907595000,-47.5084044400,FR I,,,0.0729808965,typical
190.891 -47.508_[0.009 0.009] deg_(J1240.2-4825.Fix.1pln-forPyBDSF.FITS).fits.png,190.8907595000,-47.5084044400,FR I,,,0.0004358471,typical
191.190 -48.112_[0.009 0.009] deg_(J1240.2-4825.Fix.1pln-forPyBDSF.FITS).fits.png,191.1896288000,-48.1122046200,FR I,,,0.0003213933,typical
191.215 -48.757_[0.009 0.009] deg_(J1240.2-4825.Fix.1pln-forPyBDSF.FITS).fits.png,191.2146561000,-48.7566318900,FR I,,,0.0004323266,typical
2.014 -24.308_[0.0226441 0.0226441] deg_(Abell_141_1pln-forPyBDSF.FITS).fits.png,2.0144518730,-24.3078471400,FR II,,,0.0004392680,typical
2.029 -25.574_[0.02922821 0.02922821] deg_(Abell_141_1pln-forPyBDSF.FITS).fits.png,2.0285407350,-25.5741287100,FR II,,,0.0004338044,typical
2.076 -24.427_[0.03149853 0.03149853] deg_(Abell_141_1pln-forPyBDSF.FITS).fits.png,2.0762732910,-24.4272442000,Bent,,,0.0003486388,typical
2.077 -25.691_[0.0193648 0.0193648] deg_(Abell_141_1pln-forPyBDSF.FITS).fits.png,2.0770330530,-25.6909568600,Bent,,,0.0000524220,typical
2.138 -24.612_[0.03064421 0.03064421] deg_(Abell_141_1pln-forPyBDSF.FITS).fits.png,2.1724024480,-24.7812524100,FR I,,,0.1721142038,typical
2.152 -25.355_[0.03378772 0.03378772] deg_(Abell_141_1pln-forPyBDSF.FITS).fits.png,2.1515759480,-25.3548779300,FR II,,,0.0004021772,typical
2.172 -24.781_[0.01819897 0.01819897] deg_(Abell_141_1pln-forPyBDSF.FITS).fits.png,2.1724024480,-24.7812524100,FR I,,,0.0004440944,typical
2.253 -25.066_[0.03870265 0.03870265] deg_(Abell_141_1pln-forPyBDSF.FITS).fits.png,2.2532698140,-25.0663143700,FR II,,,0.0003981982,typical
2.354 -24.077_[0.0327591 0.0327591] deg_(Abell_141_1pln-forPyBDSF.FITS).fits.png,2.3541264300,-24.0769413100,FR II,,,0.0001294924,typical
2.398 -20.271_[0.01587493 0.01587493] deg_(Abell_13_1pln-forPyBDSF.FITS).fits.png,2.3982861690,-20.2714970000,FR II,,,0.0005648640,typical
2.555 -20.427_[0.01911442 0.01911442] deg_(Abell_13_1pln-forPyBDSF.FITS).fits.png,2.5546948560,-20.4266658300,FR II,,,0.0004398177,typical
2.556 -30.971_[0.009 0.009] deg_(Abell_2744_1pln-forPyBDSF.FITS).fits.png,2.5557278820,-30.9713702900,Point Source,,,0.0004376671,typical
2.558 -31.040_[0.01014051 0.01014051] deg_(Abell_2744_1pln-forPyBDSF.FITS).fits.png,2.5581205390,-31.0402195900,FR II,,,0.0002426655,typical
2.567 -19.366_[0.009 0.009] deg_(Abell_13_1pln-forPyBDSF.FITS).fits.png,2.5673123120,-19.3659237700,Point Source,,,0.0003043425,typical
2.569 -19.768_[0.00911577 0.00911577] deg_(Abell_13_1pln-forPyBDSF.FITS).fits.png,2.7373117250,-19.6113371500,FR II,,,0.2228367261,typical
2.585 -30.804_[0.01067812 0.01067812] deg_(Abell_2744_1pln-forPyBDSF.FITS).fits.png,2.5846010530,-30.8041240700,FR II,,,0.0003644364,typical
2.596 -30.293_[0.02221888 0.02221888] deg_(Abell_2744_1pln-forPyBDSF.FITS).fits.png,2.5959965350,-30.2932659300,Bent,,,0.0002659488,typical
2.636 -19.068_[0.01823725 0.01823725] deg_(Abell_13_1pln-forPyBDSF.FITS).fits.png,2.6359332860,-19.0680869500,FR II,,,0.0001074059,typical
2.660 -18.993_[0.02337061 0.02337061] deg_(Abell_13_1pln-forPyBDSF.FITS).fits.png,2.6601355850,-18.9932543800,FR II,,,0.0002848599,typical
2.715 -18.882_[0.03875485 0.03875485] deg_(Abell_13_1pln-forPyBDSF.FITS).fits.png,2.7147064780,-18.8818674300,FR II,,,0.0003077448,typical
2.737 -19.611_[0.00935064 0.00935064] deg_(Abell_13_1pln-forPyBDSF.FITS).fits.png,2.7373117250,-19.6113371500,FR II,,,0.0004470971,typical
2.799 -30.679_[0.00992464 0.00992464] deg_(Abell_2744_1pln-forPyBDSF.FITS).fits.png,2.7989116830,-30.6793794100,FR I,Bent,,0.0003869375,typical
2.810 -19.137_[0.01594974 0.01594974] deg_(Abell_13_1pln-forPyBDSF.FITS).fits.png,2.8096451280,-19.1373065900,Bent,,,0.0004543087,typical
2.854 -18.996_[0.009 0.009] deg_(Abell_13_1pln-forPyBDSF.FITS).fits.png,2.8539150720,-18.9961296600,Point Source,,,0.0001525127,typical
2.869 -30.341_[0.02205403 0.02205403] deg_(Abell_2744_1pln-forPyBDSF.FITS).fits.png,2.8692808500,-30.3410761700,FR II,,,0.0002540690,typical
2.906 -19.128_[0.009 0.009] deg_(Abell_13_1pln-forPyBDSF.FITS).fits.png,2.9062780310,-19.1281655700,Bent,,,0.0003105061,typical
20.007 -27.003_[0.009 0.009] deg_(Abell_2895_1pln-forPyBDSF.FITS).fits.png,20.0065022200,-27.0027648900,Point Source,,,0.0005019768,typical
20.110 -26.659_[0.02559392 0.02559392] deg_(Abell_2895_1pln-forPyBDSF.FITS).fits.png,20.1100128400,-26.6587586700,FR II,,,0.0002416029,typical
20.133 -27.010_[0.009 0.009] deg_(Abell_2895_1pln-forPyBDSF.FITS).fits.png,20.1334226700,-27.0104481000,Point Source,,,0.0005853177,typical
20.287 -26.888_[0.009 0.009] deg_(Abell_2895_1pln-forPyBDSF.FITS).fits.png,20.2869742400,-26.8876923800,Point Source,,,0.0003084771,typical
20.294 -26.910_[0.0100004 0.0100004] deg_(Abell_2895_1pln-forPyBDSF.FITS).fits.png,20.2942073600,-26.9103227900,FR I,,,0.0003719995,typical
20.380 -1.539_[0.01283466 0.01283466] deg_(Abell_194.1pln-forPyBDSF.FITS).fits.png,20.3800362100,-1.5387762020,Bent,,,0.0002267070,typical
20.465 -1.478_[0.009 0.009] deg_(Abell_194.1pln-forPyBDSF.FITS).fits.png,20.4648527700,-1.4777388150,FR II,,,0.0002997998,typical
20.486 -1.631_[0.009 0.009] deg_(Abell_194.1pln-forPyBDSF.FITS).fits.png,20.4857179900,-1.6308466580,FR II,,,0.0003209042,typical
20.486 -26.963_[0.009 0.009] deg_(Abell_2895_1pln-forPyBDSF.FITS).fits.png,20.4857167600,-26.9631495400,Point Source,,,0.0002934175,typical
20.516 -26.817_[0.009 0.009] deg_(Abell_2895_1pln-forPyBDSF.FITS).fits.png,20.5155544600,-26.8174999100,Point Source,,,0.0006387585,typical
20.529 -1.207_[0.01657504 0.01657504] deg_(Abell_194.1pln-forPyBDSF.FITS).fits.png,20.5291686600,-1.2072994660,FR II,,,0.0003436776,typical
20.548 -1.447_[0.03654235 0.03654235] deg_(Abell_194.1pln-forPyBDSF.FITS).fits.png,20.5481596400,-1.4472254550,FR II,,,0.0002762232,typical
20.568 -1.348_[0.01587783 0.01587783] deg_(Abell_194.1pln-forPyBDSF.FITS).fits.png,20.5684159200,-1.3483027700,FR II,,,0.0005143573,typical
20.604 -2.001_[0.0172051 0.0172051] deg_(Abell_194.1pln-forPyBDSF.FITS).fits.png,20.6037336300,-2.0008669690,FR II,,,0.0002975974,typical
20.652 -2.054_[0.009 0.009] deg_(Abell_194.1pln-forPyBDSF.FITS).fits.png,20.6518816400,-2.0537933550,FR II,,,0.0002381018,typical
20.652 -27.218_[0.009 0.009] deg_(Abell_2895_1pln-forPyBDSF.FITS).fits.png,20.6516149100,-27.2179373900,Point Source,,,0.0003481261,typical
20.680 -0.960_[0.02788875 0.02788875] deg_(Abell_194.1pln-forPyBDSF.FITS).fits.png,20.6803447900,-0.9595688240,Bent,,,0.0005520503,typical
20.798 -27.419_[0.04414682 0.04414682] deg_(Abell_2895_1pln-forPyBDSF.FITS).fits.png,20.7977066700,-27.4194940600,FR II,,,0.0005584737,typical
20.839 -2.337_[0.009 0.009] deg_(Abell_194.1pln-forPyBDSF.FITS).fits.png,20.8389035800,-2.3368691090,FR I,,,0.0001625245,typical
20.844 -1.392_[0.02073118 0.02073118] deg_(Abell_194.1pln-forPyBDSF.FITS).fits.png,20.8443805900,-1.3920340100,FR II,,,0.0003819938,typical
20.923 -1.056_[0.02133017 0.02133017] deg_(Abell_194.1pln-forPyBDSF.FITS).fits.png,20.9225811200,-1.0556979460,Bent,,,0.0005163693,typical
20.925 -1.342_[0.02690565 0.02690565] deg_(Abell_194.1pln-forPyBDSF.FITS).fits.png,20.9250961300,-1.3418012210,FR I,,,0.0002207909,typical
20.952 -1.000_[0.0384516 0.0384516] deg_(Abell_194.1pln-forPyBDSF.FITS).fits.png,20.9522441700,-0.9998437180,FR II,,,0.0002898709,typical
201.634 -31.351_[0.009 0.009] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,201.6335267000,-31.3508574500,FR II,,,0.0004285978,typical
201.703 -31.572_[0.01177337 0.01177337] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,201.7027968000,-31.5724089800,Bent,,,0.0004441133,typical
201.707 -31.395_[0.01584095 0.01584095] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,201.7068892000,-31.3951605700,FR I,,,0.0001863555,typical
201.744 -31.322_[0.03007117 0.03007117] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,201.7068892000,-31.3951605700,FR I,,,0.0797290403,typical
201.778 -31.033_[0.01600169 0.01600169] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,201.7783271000,-31.0325089700,FR II,,,0.0005653929,typical
201.796 -31.624_[0.009 0.009] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,201.7959689000,-31.6243591300,FR I,Bent,,0.0003601053,typical
201.824 -31.566_[0.009 0.009] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,201.8239562000,-31.5655336100,Point Source,,,0.0004678812,typical
201.831 -32.044_[0.01212045 0.01212045] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,201.8313457000,-32.0437469500,FR II,,,0.0003871692,typical
201.853 -32.161_[0.01342867 0.01342867] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,201.8533118000,-32.1612032100,Point Source,,,0.0003331162,typical
201.886 -31.620_[0.00941325 0.00941325] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,201.8956039000,-31.5500536800,FR I,,,0.0704231492,typical
201.896 -31.550_[0.009 0.009] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,201.8956039000,-31.5500536800,FR I,,,0.0003417922,typical
201.909 -30.624_[0.02944025 0.02944025] deg_(Abell_3558.APSC.1pln-forPyBDSF.FITS).fits.png,201.9092360000,-30.6236458100,FR II,,,0.0004082824,typical
201.945 -32.009_[0.00921791 0.00921791] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,201.9449915000,-32.0085302600,Bent,,,0.0004697951,typical
201.958 -31.352_[0.01600454 0.01600454] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,201.9583794000,-31.3515674700,FR II,,,0.0005404259,typical
201.990 -31.277_[0.01554149 0.01554149] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,201.9895150000,-31.2767237500,FR I,,,0.0004981328,typical
202.013 -31.462_[0.0117976 0.0117976] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,202.0129467000,-31.4623804900,FR II,Bent,,0.0003831960,typical
202.017 -31.758_[0.07371945 0.07371945] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,202.0172122000,-31.7578081700,Bent,,,0.0002633501,typical
202.025 -31.587_[0.01045325 0.01045325] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,202.0246288000,-31.5873506000,Bent,,,0.0004721283,typical
202.042 -31.489_[0.009 0.009] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,202.0420016000,-31.4892683400,Point Source,,,0.0002683431,typical
202.043 -32.089_[0.009 0.009] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,202.0426177000,-32.0893349100,FR I,,,0.0004659094,typical
202.048 -31.539_[0.01230951 0.01230951] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,202.0481349000,-31.5390838000,Bent,,,0.0001422706,typical
202.086 -32.182_[0.009 0.009] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,202.0864243000,-32.1824942400,Point Source,,,0.0006109286,typical
202.100 -31.417_[0.00909138 0.00909138] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,202.0995107000,-31.4168686300,FR I,,,0.0004377445,typical
202.108 -31.261_[0.009 0.009] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,202.1078211000,-31.2609369200,FR I,,,0.0001654251,typical
202.123 -31.324_[0.01626523 0.01626523] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,202.1226302000,-31.3238804700,Bent,,,0.0003377557,typical
202.141 -31.441_[0.009 0.009] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,202.1406256000,-31.4411733400,Point Source,,,0.0003634299,typical
202.148 -31.432_[0.01254835 0.01254835] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,202.1406256000,-31.4411733400,Point Source,,,0.0111238059,typical
202.159 -32.234_[0.01445598 0.01445598] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,202.1593378000,-32.2337898300,Bent,,,0.0003547078,typical
202.162 -32.640_[0.01749542 0.01749542] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,202.1615547000,-32.6401717000,Bent,,,0.0004124169,typical
202.269 -31.519_[0.009 0.009] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,202.2689300000,-31.5192488100,Point Source,,,0.0002558659,typical
202.276 -31.877_[0.01380192 0.01380192] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,202.2764899000,-31.8770266800,Bent,,,0.0004168707,typical
202.285 -31.293_[0.009 0.009] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,202.2854503000,-31.2932968100,Point Source,,,0.0004859630,typical
202.299 -31.820_[0.01104107 0.01104107] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,202.2989478000,-31.8202170700,FR II,,,0.0002215538,typical
202.326 -31.557_[0.009 0.009] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,202.3263909000,-31.5571985300,FR I,,,0.0003877693,typical
202.403 -32.420_[0.01125801 0.01125801] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,202.4033022000,-32.4200928600,FR II,,,0.0002714732,typical
202.413 -31.312_[0.009 0.009] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,202.4132596000,-31.3117744300,FR II,,,0.0003163436,typical
202.434 -30.940_[0.009 0.009] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,202.4638964000,-30.9657329800,FR II,,,0.0363254473,typical
202.449 -31.607_[0.009 0.009] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,202.4486951000,-31.6068856100,Point Source,,,0.0002837510,typical
202.464 -30.966_[0.009 0.009] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,202.4638964000,-30.9657329800,FR II,,,0.0002814088,typical
202.482 -32.142_[0.01723173 0.01723173] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,202.4815527000,-32.1422665500,Bent,,,0.0004631358,typical
202.521 -31.410_[0.02206437 0.02206437] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,202.5209924000,-31.4098241000,FR I,,,0.0001760224,typical
202.524 -31.515_[0.0092326 0.0092326] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,202.5235916000,-31.5153004500,Bent,,,0.0004598766,typical
202.528 -32.304_[0.01024947 0.01024947] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,202.5283238000,-32.3036827300,FR I,,,0.0004190020,typical
202.541 -31.778_[0.009 0.009] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,202.5409137000,-31.7781893700,Point Source,,,0.0002030833,typical
202.542 -31.403_[0.01366827 0.01366827] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,202.5418858000,-31.4025826600,FR I,,,0.0004285714,typical
202.548 -31.628_[0.01166133 0.01166133] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,202.5478988000,-31.6284121800,FR II,,,0.0004210896,typical
202.564 -31.514_[0.009 0.009] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,202.5235916000,-31.5153004500,Bent,,,0.0344729626,typical
202.580 -31.383_[0.009 0.009] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,202.5795178000,-31.3831327400,Point Source,,,0.0004325288,typical
202.580 -31.593_[0.01402886 0.01402886] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,202.5797865000,-31.5927934600,Bent,,,0.0002751921,typical
202.590 -31.636_[0.009 0.009] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,202.5895032000,-31.6364141200,FR II,,,0.0005919472,typical
202.631 -31.846_[0.009 0.009] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,202.6312848000,-31.8455417500,Bent,,,0.0005181914,typical
202.648 -30.778_[0.01903782 0.01903782] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,202.6482086000,-30.7784439000,Bent,Exotic,,0.0004787136,typical
202.656 -31.534_[0.01489749 0.01489749] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,202.6559364000,-31.5340184200,FR II,,,0.0000572474,typical
202.661 -31.582_[0.009 0.009] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,202.6612737000,-31.5816744700,Point Source,,,0.0004004180,typical
202.670 -31.345_[0.009 0.009] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,202.6704487000,-31.3446986700,FR II,,,0.0004874950,typical
202.675 -31.690_[0.02365239 0.02365239] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,202.6747236000,-31.6901650400,X-Shaped,,,0.0002873199,typical
202.700 -31.730_[0.04206881 0.04206881] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,202.6996057000,-31.7303351900,Bent,,,0.0004741542,typical
202.728 -31.573_[0.01296632 0.01296632] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,202.7280678000,-31.5726544900,Bent,,,0.0003503053,typical
202.757 -32.413_[0.009 0.009] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,202.7571638000,-32.4127994600,FR I,,,0.0002435950,typical
202.800 -31.658_[0.01444111 0.01444111] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,202.7998496000,-31.6584740900,Point Source,,,0.0004910705,typical
202.809 -31.147_[0.009 0.009] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,202.8089074000,-31.1465485100,Bent,,,0.0004583930,typical
202.830 -32.160_[0.009 0.009] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,202.8298482000,-32.1600187800,FR II,,,0.0001298747,typical
202.930 -32.361_[0.009 0.009] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,202.9302006000,-32.3614971900,FR I,,,0.0005252714,typical
202.938 -31.666_[0.009 0.009] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,202.9378916000,-31.6657293500,Bent,,,0.0002859441,typical
202.979 -31.901_[0.009 0.009] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,202.9786770000,-31.9011497600,Point Source,,,0.0003124462,typical
202.998 -31.510_[0.01577034 0.01577034] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,202.9979511000,-31.5097798200,FR II,,,0.0002240908,typical
203.055 -32.120_[0.01250932 0.01250932] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,203.0551243000,-32.1200355400,FR I,,,0.0001111153,typical
203.147 -31.529_[0.00988208 0.00988208] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,203.1471071000,-31.5290674700,Point Source,,,0.0001135198,typical
203.328 -32.498_[0.01988552 0.01988552] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,203.3279859000,-32.4981495600,Bent,,,0.0001500311,typical
203.357 -31.508_[0.01073344 0.01073344] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,203.3567870000,-31.5077221900,Bent,,,0.0003318973,typical
203.405 -31.513_[0.009 0.009] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,203.4054651000,-31.5131965200,FR I,,,0.0004425365,typical
203.463 -31.660_[0.009 0.009] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,203.4628851000,-31.6599438600,FR I,Bent,,0.0001127725,typical
203.703 -30.819_[0.02226969 0.02226969] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,203.7032145000,-30.8185274800,FR II,,,0.0005071574,typical
203.766 -31.266_[0.02387889 0.02387889] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,203.7658838000,-31.2663378600,Bent,,,0.0003521565,typical
203.820 -31.417_[0.02063235 0.02063235] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,203.8199453000,-31.4172304600,Bent,,,0.0002351399,typical
21.134 -1.081_[0.01414687 0.01414687] deg_(Abell_194.1pln-forPyBDSF.FITS).fits.png,21.1344805900,-1.0805072720,FR II,,,0.0006882332,typical
21.160 -1.209_[0.01354998 0.01354998] deg_(Abell_194.1pln-forPyBDSF.FITS).fits.png,21.1598597100,-1.2090725010,Bent,,,0.0001578858,typical
21.291 -2.314_[0.01286373 0.01286373] deg_(Abell_194.1pln-forPyBDSF.FITS).fits.png,21.2907132000,-2.3136592830,FR II,,,0.0004452067,typical
21.310 -1.930_[0.02158693 0.02158693] deg_(Abell_194.1pln-forPyBDSF.FITS).fits.png,21.3098420500,-1.9304714960,Bent,,,0.0004972204,typical
21.484 -1.960_[0.01729506 0.01729506] deg_(Abell_194.1pln-forPyBDSF.FITS).fits.png,21.4844125700,-1.9600464280,FR II,,,0.0004149340,typical
21.529 -2.102_[0.02841945 0.02841945] deg_(Abell_194.1pln-forPyBDSF.FITS).fits.png,21.5291329400,-2.1019995170,FR II,,,0.0001328489,typical
21.616 -0.772_[0.0189488 0.0189488] deg_(Abell_194.1pln-forPyBDSF.FITS).fits.png,21.6157125200,-0.7723484330,FR II,,,0.0004517027,typical
21.617 -1.074_[0.05083933 0.05083933] deg_(Abell_194.1pln-forPyBDSF.FITS).fits.png,21.6168727600,-1.0740870020,FR II,,,0.0001541245,typical
21.618 -0.485_[0.01676439 0.01676439] deg_(Abell_194.1pln-forPyBDSF.FITS).fits.png,21.6176107600,-0.4851978440,FR I,,,0.0004366215,typical
21.729 -0.958_[0.02091249 0.02091249] deg_(Abell_194.1pln-forPyBDSF.FITS).fits.png,21.7292118300,-0.9580598340,FR II,,,0.0002200899,typical
21.794 -2.206_[0.01531622 0.01531622] deg_(Abell_194.1pln-forPyBDSF.FITS).fits.png,21.7939932100,-2.2055586640,FR I,,,0.0004413886,typical
21.795 -0.878_[0.02837995 0.02837995] deg_(Abell_194.1pln-forPyBDSF.FITS).fits.png,21.7945143700,-0.8775139660,FR II,,,0.0006870300,typical
21.796 -1.865_[0.013288 0.013288] deg_(Abell_194.1pln-forPyBDSF.FITS).fits.png,21.7957399900,-1.8651012110,Bent,,,0.0002788862,typical
21.805 -0.755_[0.01604282 0.01604282] deg_(Abell_194.1pln-forPyBDSF.FITS).fits.png,21.8050970000,-0.7551655570,FR II,,,0.0001918770,typical
21.805 -2.133_[0.02152371 0.02152371] deg_(Abell_194.1pln-forPyBDSF.FITS).fits.png,21.8053672700,-2.1330037430,Bent,,,0.0003670343,typical
21.821 -2.069_[0.02325969 0.02325969] deg_(Abell_194.1pln-forPyBDSF.FITS).fits.png,21.8206132000,-2.0689803360,FR II,,,0.0003870468,typical
21.861 -2.028_[0.01389076 0.01389076] deg_(Abell_194.1pln-forPyBDSF.FITS).fits.png,21.8605794500,-2.0282887710,FR I,,,0.0005099309,typical
21.867 -2.406_[0.009 0.009] deg_(Abell_194.1pln-forPyBDSF.FITS).fits.png,21.8667030000,-2.4060568060,Bent,,,0.0003021273,typical
21.951 -1.686_[0.11296306 0.11296306] deg_(Abell_194.1pln-forPyBDSF.FITS).fits.png,21.9511621700,-1.6856749410,S/Z shaped,,,0.0003632353,typical
211.914 -43.036_[0.009 0.009] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,211.9141689000,-43.0357081900,Point Source,,,0.0003168501,typical
212.066 -41.942_[0.009 0.009] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,212.0657842000,-41.9419661400,FR II,,,0.0001640490,typical
212.092 -43.116_[0.01498356 0.01498356] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,212.0919586000,-43.1161485000,Point Source,,,0.0001515442,typical
212.190 -42.776_[0.01215995 0.01215995] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,212.1900997000,-42.7756379900,Bent,,,0.0003693319,typical
212.294 -42.848_[0.01000805 0.01000805] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,212.2935514000,-42.8475518100,FR II,,,0.0005559201,typical
212.307 -42.898_[0.01916743 0.01916743] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,212.3071366000,-42.8978812800,Bent,,,0.0001552695,typical
212.475 -42.902_[0.01919455 0.01919455] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,212.4745879000,-42.9018692400,FR II,,,0.0003289755,typical
212.552 -43.334_[0.009 0.009] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,212.5524696000,-43.3344368000,Point Source,,,0.0005544956,typical
212.582 -42.273_[0.01102678 0.01102678] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,212.5817098000,-42.2726019300,FR II,,,0.0004522946,typical
212.700 -42.872_[0.01235524 0.01235524] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,212.7004304000,-42.8724855100,Bent,,,0.0005789775,typical
212.711 -42.241_[0.009 0.009] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,212.7113916000,-42.2414552700,FR I,Bent,,0.0005397403,typical
212.718 -42.856_[0.009 0.009] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,212.7182010000,-42.8564309800,Point Source,,,0.0004554720,typical
212.722 -42.844_[0.0108395 0.0108395] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,212.7216129000,-42.8436794600,FR II,,,0.0004281400,typical
212.756 -42.603_[0.01191912 0.01191912] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,212.7562747000,-42.6031453900,FR II,,,0.0002490430,typical
212.780 -42.407_[0.009 0.009] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,212.7796804000,-42.4066254600,Point Source,,,0.0004426831,typical
